,index,comment,n_star,date_time,label,positive_count,neutral_count,negative_count
1925,1925,mình mua sản_phẩm mẹ dùng tất ok vượt mong_đợi tầm giá pin trâu cảm_ưng nhạy màn_hình to dễ bấm wifi 2 cục chạy nhanh 2 hay 3 cục hiển_thị thôi ko phản_ánh chất_lượng bắt wifi chí tính_năng chạm tắt màn_hình hơi khó xài,5,2020-05-03,Positive,3,2,0
1926,1926,ảnh chụp siêu cận note 9s máy khoẻ pin trâu chơi game khoảng 610 tiếng,5,2020-05-31,Positive,2,0,0
1927,1927,thất_vọng mua tháng 8 2019 đến h 1 lần bảo_hành đổi máy sạc nóng bất_thường bây giời sạc mua bộ cáp sạc chính hãng sạc thể sữ_dụng cáp sạc thường xmobile mua đt nào samsung lòng a70 thất_vọng vô,1,2020-05-31,Negative,0,0,2
1928,1928,chơi game giật chụp ảnh came mờ loa nghe cuộc gọi bé nói_chung ko mua,1,2020-04-21,Negative,0,0,4
1929,1929,hiệu quỹ xài hay mất kết_nối_mạng wifi dù wifi kế bên lâu_lâu mất kết_nối_mạng wifi tôi xài xạc pin hay tự_nhiên tất nguồnchán thấy mẹ ai muốn mua đừng hối_tiếc nhé,1,2020-06-02,Negative,0,0,3
1930,1930,máy mới mua hơn 2 tuần loa nghe một bên,1,2020-03-21,Negative,0,0,1
1931,1931,cái này tôi mua rồi mua về xài được hơn tháng lỗi lung_tung máy thì hay bị đơ ko xem_lại được nhật_ký cuộc_gọi lỗi đủ đường,1,2020-10-02,Negative,0,0,3
1932,1932,khả_năng game ngon lỗi camera hoài call of duty chơi hay đen màn_hình pin trâu ok giá ok tạm ổn trog tầm giá,4,2020-06-05,Positive,2,2,1
1933,1933,camrera ở thông_số kỹ_thuật la độ phân_giải 48mb sao ở đt 12mb v ạ còn danh_bạ ko chỗ xoá người,1,2020-07-24,Negative,0,0,2
1934,1934,ổn tội chơi game trực_tuyến dật nhé mình mua đầu đổi thứ 2 sài 1 tháng tiếp xem youtube cát bạn ý thấy nó dật nhécái mạng mình nghĩ lổi máy hai giống nhaulưu ý bạn nào chơi game con rắn thấy rõ nhất nhé,1,2020-04-21,Neutral,1,0,1
1935,1935,ngon tiếc mặt lưng nhựa s675 còn đâu mọi thứ tương_đối tốt trong tâm giá,5,2020-05-08,Negative,1,1,1
1936,1936,máy ok hiểu sao quảng_cáo nhiềulàm mất cuộc vui ấy qtv ạnhình quảng_cáo muốn dẹp luôn đoên thoại,5,2020-02-17,Neutral,1,0,1
1937,1937,máy dùng quá tồi 4g wifi bắt sóng quá kém camera 48 vẽ đủ thôi chụp ảnh quá kém,2,2019-12-30,Negative,0,0,3
1938,1938,mọi người muốn pin trâu bật chế_độ tiết_kiệm pin youtube 4g 135p tụt 2 mới dùng đc 10 tiếng dõi thêm đãnếu dùng wifi chắc tụt chậm hơn tạm_thời ổn dõi đêm xem pin tụt nhanh ko điểm chê 10tr dùng 730g,4,2020-06-17,Neutral,0,2,1
1939,1939,ai thể minh cách nào xem fim fun hết màng hình o con a71 ko v khổ ghê,2,2020-07-02,Negative,0,0,1
1940,1940,thật em mua mắt lúch đầu em cảm_thấy mượt pin trâu em mua 6990k đối ngta nó kh cao đối hs chúng em nó cao thích pin trâu dung_lượng lớn em nghĩ xài lâu tính đến nay em xài 2tháng nó chạm tùm lung kh hiểu lí em trân_trọng xài kĩ lần nào va_đập mạnh kh bao h sạc xem phim em thất_vọng về đt,1,2019-12-20,Positive,3,1,2
1941,1941,mới mua sản_phẩm dùng khá ổn phát_hiện lỗi nhân_viên ttdd thân_thiện phục_vụ tốt,5,2020-01-18,Positive,2,0,0
1942,1942,sản_phẩm thiết_kế sang trong cầm trong tay màu_sắc hài hòa chất_lượng nghe gọi dễ_dàng mạng nhanh chát lượng chụp ảnh sắc nét chân thức loa nghe nhạc to rõ tải ứng_dụng nhanh tôi hài_lòng về sản_phẩm,5,2018-08-19,Positive,4,0,0
1943,1943,em mua máy gần 1 năm mấy tháng gần hay tình_trạng liệt nút âm_lượng cách nào khắc_phục k ạ,3,2020-05-05,Negative,0,0,1
1944,1944,loadd ứng_dụng mất tầm 10 s đơ đơ làm_sao á k thoát ứng_dụng loadd đầu nói đến chơi game k vân tay 5000 k sạc nhanh 6 tiếng 99 nóng quá chơi game nặng 2 gb load ứng_dụng 13 mb 15 s chậm quá mức,1,2020-04-21,Negative,0,0,3
1945,1945,cảm_ứng kém pin nhanh tụt xài dc 1 tháng sạc k vô điện đem tgdđ kêu tháng 31 ngày đổi máy mới đcnói chung quá thất_vọng,1,2020-02-22,Negative,0,0,4
1946,1946,iphone 7 plus thiết_kế sang chảnh quá tuyệt_vời pin khá bền chụp ảnh xóa_phông đẹp chơi game đồ_họa cao khá ổn_định giật lag tôi luôn tin_dùng dòng iphone độ bảo_mật khá cao,5,2018-06-19,Positive,5,0,0
1947,1947,máy đẹppin trâu loa nghe nhạc to haymàn hình to đẹp cầm máy thích độ sáng màn_hình hơi tối bật hết cỡ trong hộp tai_nghe 35mn,4,2019-09-03,Positive,3,1,1
1948,1948,điện_thoại mang_tiếng cấu_hình cao chậm bằng mấy lần con ip 6 cùi bắp mạng mẽo méo nói_chung quảng_cáo hay,2,2020-03-04,Negative,0,0,2
1949,1949,giá rẽpin trâusóng mạnhchử to phù_hợp người_lớn tuổiloa to loa trong_ngoài chung nói ai củng nghe dù bật loa trong đèn_pin to siêu sáng luôn nhân_viên dmx buôn trấp daklak nhiệt_tình vui vẽ hài_lòng mua sớm dmx,4,2019-08-19,Positive,4,0,0
1950,1950,chụp đẹp k còn chê nói_chung tốt trong tầm giá ngoài pin còn trâu game mượt hết chỗ chê,5,2020-04-21,Positive,4,1,0
1951,1951,máy dùng ok mượt nét căng tốc_độ nhanh tuy_nhiên pin mới sạc lần đầu rõ lần sạc nhanh hơn quá ổn trong tầm giá,5,2020-02-16,Positive,3,2,0
1952,1952,mua hoàn mất 20 luôn máy xấu ỉn dày_cui màn_hình cực_kỳ xấu_xí chất_lượng kém xài hoa mắt đau_đầu chóng_mặt,1,2020-06-02,Negative,0,0,3
1953,1953,máy màu xanh lá đậm khá okechup ảnh biết canh góc bao đẹp pin xài mượt 4000 đc 1 ngày rưỡi sạc nhanh tầm hơn 2 tiếng chút cảm_biến vân tay kiểu nói_chung tầm a10s quá tuyệt_vời hợp giá hợp_lí thêm nv tư_vấn nhiệt_tình àh máy mới bán mấy ngày mua đc ốp lưng,5,2019-02-09,Positive,6,0,0
1954,1954,máy ổn bạn bạn nào chê pin yếu mình hướng_dẫn bạn cài_đặt sim mạng đi động tắt chế_độ lte voice ok ạ thay sim khác vô nó tự bật bạn tắt đi pin k tự sụt nhanh ak,5,2019-12-28,Positive,1,1,0
1955,1955,5 sao nhân_viên phục_vụ tốt vui_vẻ địa châu thành_thị_trấn ngã sáu góp_ý mua máy dã dc 2 tuần sử_dụng khá mượt số viên pin 5k cảm_thấy nó ngang pin 4k còn thua phần còn ok ko bất_ổn,5,2020-07-15,Positive,3,0,1
1956,1956,làm_sao mở loa shop ơi tự_dưng nó tắt biết cách mở lô báo_thức mong shop tư_vấn giúp tks ạ,4,2019-08-26,Negative,0,0,1
1957,1957,mình dùng hơn 1 tháng rơi 1m úp xuống đất sao game mượt hàng tốt giá yên_tâm bảo_hành 18th khuyên bạn mua,5,2020-05-05,Positive,4,1,0
1958,1958,màn_hình sọc đổi 2 cảm_ứng tệ màn_hình khắc_phục mỏi lần nóng máy hoặc bâth 4g sọc đọc tn luôn nhấn màn_hình sọc bảo_hành nói lỗi phân mềm cáp nhật về quá tệ,1,2020-06-21,Negative,0,0,3
1959,1959,đầu mua về chơi game còn đc đc ngày dở hở máy nóng 1 tí chơi lag k thê tả nổi dở,1,2019-10-23,Negative,0,0,1
1960,1960,mình ít nhu_cầu gọi nghe hôm_nay vô_tình xem đc 1 bài đăng bảo 9 pro lỗi gọi ko nghe đc bật loa mới nghe đc thế mình test thử đúng lỗi y chang máy mình làm_sao khắc_phục ạ hay đem xuống thế_giới di_động ạ,4,2020-08-15,Negative,0,0,1
1961,1961,máy mới mua đúng 1 ngày hư luôn cảm_ứng thấy máy nào tệ máy xài ngày đầu_tiên máy lag cảm_bién vân tay tệ,1,2019-06-10,Negative,0,0,3
1962,1962,điện_thoại đẹp cam chụp hơi xấu luôn ủng_hộ hàng việt nam còn dùng lâu_dài btnhân viên tgdd bình long bình_phước tư vân nhiệt_tình,5,2020-04-17,Positive,2,0,1
1963,1963,thế_giới di_động ở ngã tư ql51lộc an tư_vấn nhiệt_tình mến khách 5 sao cách phục_vụ khách_hàng,5,2020-08-01,Positive,1,0,0
1964,1964,thiết_kế a11đẹp sang_trọng pin khỏe sạc nhanh dung lâu ko lo hết pin chụp ảnh sáng rõ màn_hình rộng thao_tác dễ_dàng,5,2020-10-06,Positive,4,0,0
1965,1965,máy xài tuyệt_vời ko chê game liên_quân test thử xog xóa máy_chủ_yếu xài lướt web lm vc mượt mặc_dù con chíp mediatek g90t đem trải nghiệm tốt hình máy sạc tới 100 xài 5 phút tụt xuống 96 hỏi máy sạc thế_nào đúng cách ko chai pin vs mình voucher mua đồng_hồ bảo_hành dc 1 năm mai_mốt hết pin thể mag thế_giới di_động thay dc ko,5,2020-01-16,Positive,2,0,1
1966,1966,tốc_độ lưu ảnh chậm ko khác j con ip6 còn đơra hỏi nhân_viên kêu con tính_năng hơn lưu chậm bình thườngnghe muốn đập dt đi về dùng ip6 ai mình ko,2,2020-02-24,Negative,0,0,1
1967,1967,mình xài gần 2 tháng r cấu_hình mạnh pin khỏe chs game 3 tiếng mất khoảng 3040 máy mượt ổn_định lỗi lâu máy_ảnh đơ khởi_động mới_dụng đượcnói chung khá hài_lòng,4,2020-01-07,Positive,3,0,1
1968,1968,máy tốt mượt thỉnh_thoảng lag nhẹ rom cao ram khá thấp 2gb trống 900mb,5,2019-03-18,Positive,2,1,0
1969,1969,mua về vài tiếng dùng khá ổnchơi game mượtloa tođa nhiệm tốtmáy chụp siêu nétnói chung tốt,5,2020-04-21,Positive,4,0,0
1970,1970,mình mua s 20 sai mới thư ok chạy muocđáng sợ tiền muacó pin hỏi mầu hếtcho 5,5,2020-06-26,Positive,3,0,1
1971,1971,mua chất_lượng tốt máy sử_dụng ok giá quá hời nhân_viên tgdd mỏ cày chăm_sóc tốt like hãy tiếp,5,2019-04-06,Positive,3,0,0
1972,1972,máy mới mua dc 3ngày nhug hôm wa mới chơi gem giật lắc trong sim viettel 1ngày 2gb nhug mình chơi gem thui 1trận duy_nhất máy nóng,2,2020-06-08,Negative,0,0,1
1973,1973,đt sử_dụng khá tốt pin ổn bắt mạng khá ổn lâu_lâu hơi lag k ảnh_hưởng mấy game ngon nói_chung tuyệt_vời trong tầm giá,5,2019-06-06,Positive,3,2,0
1974,1974,tháng đầi xài ngon pin trâu mượt tháng thứ 2 lỗi tùm_lum cảm_ứng k ăn loạn bấm thêm lỗi che màn_hình thực_hiện cuộc_gọi mình nào che màn_hình đâu fan xiaomi một thời mùa hơi thất_vọng,3,2020-04-21,Neutral,2,1,2
1975,1975,dùng realme5i máy quảng_cáo liên_tục ngàynhu cách nào khắc_phục ko,1,2020-06-29,Negative,0,0,1
1976,1976,sản_phẩm camera đẹp chất_lượng hình_ảnh tốt tuy_nhiên sử_dụng 1 thời_gian dễ đơ máy hỗ_trợ cv văn_phòng tốt đánh_giá 4,4,2020-04-21,Positive,3,0,1
1977,1977,hài_lòng nhân_viên lẫn sản phẩmnhưng cũng phải đợi này xem nhu the nào đả tạm 5 sao,5,2019-10-26,Positive,2,0,0
1978,1978,máy khá ngon mượt pin châu hay dính lỗi cuộc_gọi mình k nghe thấy j khởi_động mới dc mong sớm bản cập_nhật phần_mềm mới vá_lỗi,4,2020-06-16,Positive,3,0,1
1979,1979,mua con chụp ảnh tạm đượcchơi đc game nặng màn_hình lâu_lâu đơnhưng chấp_nhận dc pin trâu bòchơi pubg 3 tiếng mất 40 pinnhìn tổng_quát khá đẹp tầm giá mua về chiến game hết sảy,5,2020-11-08,Neutral,2,3,0
1980,1980,mình mua đc 2 tuần pin 4500 sao giờ kiểm_tra chi còn 4100 saocó pin hỏng ko mọi ngườikiểm tra máy ko quá ứng_dụng nào cảup phiên_bản mới nhậy hào pin cực kỳmuốn quay phiên_bản củ bạn nào biết cách mình,3,2020-03-18,Negative,0,1,1
1981,1981,mới_đầu_đọc nhận_xét mn hơi ái_ngại mua về dùng ok pin xạc nhanh bao trâu nhân_viên tgdđ tu vấn nhiệt_tình ủng_hộ hàng vn,5,2020-04-21,Positive,3,0,0
1982,1982,mua dc 1 tháng e thấy máy dùng tốt pin sài lâu bắt sóng wf kém yếu hơn 1 vạch bất_kì máy khác chắc phần_cứng đặc_biệt k hỗ_trợ sạc nhanh nhé tất ae cố_gắng cập_nhật vá lỗi nhé vsmart,4,2020-02-20,Negative,1,1,1
1983,1983,mới mua hôm_nay thấy đáng đồng_tiền mua đt tai phone tặng quá trời chị nhân_viên dthuong tận_tình,5,2019-08-12,Positive,3,0,0
1984,1984,máy đẹp pin trâu hiệu_năng quá tốt camera đẹp nói_chung khá hài_lòng đặc_biệt thái_độ phục_vụ quá tốt nhân_viên cảm_ơn,5,2019-01-21,Positive,6,0,0
1985,1985,mới dùng đc tuần cảm_giác pin tụt nhanhchụp hình tốt trong tầm giá nói_chung sài tốt tiền nào thấy bạn chê chán,5,2020-07-23,Positive,2,1,1
1986,1986,sản_phẩm tốt pin trâu cấu_hình mạnh chơi call of duty nói nghe ko em hỏi e mua 1 tháng dán giờ trầy_e tháo đi dán tốn phí ạ,4,2020-06-18,Positive,3,0,1
1987,1987,mình mua sam sung a11 bố dùng khá mượt tốt lắm mà còn màng hình lớn sạc nhanh rất là tốt luôn,4,2020-07-27,Positive,4,0,0
1988,1988,trải nghiệm 5 ngày mua máy máy dùng mượt tác vụ pin ok chất_lượng camera lẫn ko quảng_cáo mong bản cập_nhật xử_lí ảnh tốt hơn,3,2019-04-10,Positive,2,0,1
1989,1989,tôi dùng sao đâu ok chơi pupg tốt ko lag hay mạng tôi khoẻ quá dùng vínmat,5,2020-12-03,Positive,3,0,0
1990,1990,thật quá thất_vọng về a51 mình khuyên mọi người k dùng mình dùng đc 1 tháng đi bảo_hành 2 lần đổi máy mới tgdd k đổi dù 1 đổi 1 trong vòng 1 tháng chắc giờ về mình k dùng hàng sam sung mua đồ tgdd quá thất_vọng,1,2020-12-03,Negative,0,0,2
1991,1991,em mua máy hơn 1 tuần em xem video hay gọi video nó nhanh nóng máy va pin nhanh hết ạ nó sao ạ,4,2020-04-21,Neutral,1,0,1
1992,1992,điểm trừ máy camera máy tệ quá tông màu tạc tượng lần đầu_tiên sử_dụng xiaomi camera máy tệ hơn huawei nova 2i em sài,3,2020-01-13,Negative,0,0,1
1993,1993,sản_phẩm tốt nhân_viên phục_vụ nhiệt_tình hài_lòng vối dịch_vụ điện_máy xanh,5,2019-07-11,Positive,2,0,0
1994,1994,6gb ram đa_nhiệm quá tệ hơi thất vọngđang chơi game tự_nhiên văng màn_hình chính bực mức giá đáng,3,2019-12-18,Negative,0,0,2
1995,1995,công mới xài vị_trí đến xài mất 1thoi giận mới trí tức k nhại bén bằng ios ứng_dụng tải về ít ứng_dụng máy qúa thật vọng,1,2020-09-01,Negative,0,0,2
1996,1996,màn_hình 5 sao mong mọi bên tư_vấn giúp em ạ khong hiểu rõ em hỏi máy hỗ_trợ 4g ko ạ,3,2019-09-02,Neutral,0,1,0
1997,1997,điện_thoại đẹpcấu hình ổnnhưng pin wa đêm tụt 15có ai giống tôi,4,2020-02-26,Positive,2,0,1
1998,1998,sản_phẩm tươg đối tương_xứng giá sử_dụng ở mức bình_thường ok mong nhân_viên nhiệt_tình hơn,4,2020-05-17,Neutral,1,2,0
1999,1999,thấy tạm mua sao que chọc sim mới mua sáng thấy khá ok biết bền người già dùg tốt,4,2020-03-21,Negative,0,1,1
2000,2000,pin trâu cảm_ứng nhạy mượt camere ok nhạc nghe tạm nóng mở chương_trình khoảng 36 độ mạng wifi căng đét đặc_biệt hệ hànhandroid 9 pie vivo os 91 thông_minh đă năng xử_lý ứng_dụng hỗ_trợ người dùng am công_nghệ hài_lòng em mua máy cũ bảo_hành 65 tháng 2100000 cảm_ơn nhà sản_xuất tgdd,5,2020-01-04,Positive,4,1,0
2001,2001,máy mới mua về sài thấy ỗnchơi game đôi lắcpin mới về sài lâu sài dc 1 tuần nó hao quá,3,2020-09-06,Neutral,0,2,1
2002,2002,máy tốttrải nghiệm liên_quân ổn đi bật đồ_hoạ thấpfix lagram 16gb lo đầy bộ nhớmàng hình hd ok máy khá tốt_số tầm giá,5,2019-10-06,Positive,4,1,0
2003,2003,máy mượt chs game qá ok máy bắt sóng k tốt còn qá chập_chờn chs game 30p máy đo gần 50 độ còn qá tuyệt_vời,3,2020-04-21,Positive,2,0,1
2004,2004,dùng 1 tháng 12 ngày nói_chung ok chụp ảnh nhanh lấy lết nhanh hơn a50 chơi game dùng 3g vietnamoble ok kiểu_dáng đẹp hơn a50 mới mua thấy pin 3400 hơi băn_khoăn dùng thoải mai sắc 15 phút dùng 2 tiếng,5,2019-05-28,Positive,5,0,0
2005,2005,ko biết mình mua nhằm đợt điện_thoại kèm chất_lượng hay 9 tháng sử_dụng giờ e nó xem phim đơ nghe nhạc đơ game đơ mở khóa khuôn_mặt vô_dụng nói tóm đa e nó viện bảo_tàng,1,2019-11-27,Negative,0,0,2
2006,2006,minh mới mua iphone 7plus hồi hôm máy dùng mượt phần pin nó mau tuột quá,5,2018-05-30,Neutral,1,0,1
2007,2007,máy tốt chơi game ngon gọi tuyệt_vời cam chụp đẹp pin khá trâu thiết_kế đẹp tràn viền,5,2020-02-04,Positive,5,0,0
2008,2008,ấn youtube xem 720 oimeoi bây_giờ phải xem 720 tệ thật đấy biết samsung làm nó cạnh_tranh hay nổi_bật ở điểm nào,4,2020-07-24,Negative,0,0,1
2009,2009,máy dùng mượt pin khá trâu sạc nhanh nói_chung okeeai ý_định mua máy okee k lo nhé,5,2020-07-07,Positive,3,0,0
2010,2010,em mới mua con active 3 sài tốt trãi nghiệm tác vụ hàng ngày mượt máy phản_hồi nhanh_chóng chiến game ok liên_quân mobile kể tựa game nặng call of duty moblie trơn_tru còn gặp anh_chị nhân_viên thế_giới di_động nhiệt_tình máy đáng mua nha,5,2020-02-08,Positive,3,0,0
2011,2011,máy tương_đối đẹp thích lắm về độ dày máy đặc_biệt hơi buồn trang ốp lưng sản_phẩm mọi thứ khác ok trong tầm giá,5,2020-09-03,Neutral,1,2,1
2012,2012,xài lần não hãng 11 ung y nhất xài appel xài màu đỏ logo vàng hoặc ngược khỏi nói tới độ sang chảnh giới thuong luu appel cầm màu đỏ khỏi tới gần quy phai thanh_lịch ve_thân thái logo tiền rinh cai 11 về,4,2020-11-03,Positive,1,0,0
2013,2013,5tr một máy màn hd cổng sạc micro usb vứt tầm giá tôi chọn oppo a91,1,2020-04-21,Negative,0,1,2
2014,2014,sản_phẩm mình mua dùng tốt xảy lỗi bạn nói_chơi game tốt 910 camera 810 hoi tổng_quan 1 sản_phẩm tốt trong tầm giá,5,2020-04-21,Positive,3,1,0
2015,2015,về sạc pin tắt sạc nhanh đi ngủ cắm đến sáng pin về giá a71 xứng tầm giá 67 triệu đẹp,1,2020-04-15,Negative,0,0,2
2016,2016,ý_kiến riêng mìnhsau 3 tuần sử dụngpin tuy 4500 mau hết nhahchơi game class of clan 5phút máy nóng dần lênđể đêm tụt 3có sạc nhah sạc nóng máy quáchụp ảnh tạm ok,3,2020-04-13,Negative,0,1,2
